edge(s104t3word53,V2)	-edge(s104t3word53,s104t1word355)	+edge(s104t3word53,s104t2word682)	-edge(s104t3word53,s104t4word43)	-edge(s104t3word53,s104t5word683)	-edge(s104t3word53,s104t6word5)
edge(s104t4word43,V2)	-edge(s104t4word43,s104t1word355)	-edge(s104t4word43,s104t2word682)	-edge(s104t4word43,s104t3word53)	+edge(s104t4word43,s104t5word683)	-edge(s104t4word43,s104t6word5)	-edge(s104t4word43,s104t7word102)	-edge(s104t4word43,s104t8word62)	-edge(s104t4word43,s104t9word63)
edge(s198t2word1052,V2)	+edge(s198t2word1052,s198t1word236)	-edge(s198t2word1052,s198t3word1053)	-edge(s198t2word1052,s198t4word94)	-edge(s198t2word1052,s198t5word5)
edge(s198t3word1053,V2)	-edge(s198t3word1053,s198t1word236)	-edge(s198t3word1053,s198t2word1052)	+edge(s198t3word1053,s198t4word94)	-edge(s198t3word1053,s198t5word5)	-edge(s198t3word1053,s198t6word1006)	-edge(s198t3word1053,s198t7word67)	-edge(s198t3word1053,s198t8word1054)
edge(s198t4word94,V2)	-edge(s198t4word94,s198t1word236)	-edge(s198t4word94,s198t2word1052)	-edge(s198t4word94,s198t3word1053)	+edge(s198t4word94,s198t5word5)	-edge(s198t4word94,s198t6word1006)	-edge(s198t4word94,s198t7word67)	-edge(s198t4word94,s198t8word1054)	-edge(s198t4word94,s198t9word1055)
edge(s198t5word5,V2)	-edge(s198t5word5,s198t2word1052)	-edge(s198t5word5,s198t3word1053)	-edge(s198t5word5,s198t4word94)	+edge(s198t5word5,s198t6word1006)	-edge(s198t5word5,s198t7word67)	-edge(s198t5word5,s198t8word1054)	-edge(s198t5word5,s198t9word1055)	-edge(s198t5word5,s198t10word1054)
edge(s198t6word1006,V2)	-edge(s198t6word1006,s198t1word236)	+edge(s198t6word1006,s198t2word1052)	-edge(s198t6word1006,s198t3word1053)	-edge(s198t6word1006,s198t4word94)	-edge(s198t6word1006,s198t5word5)
edge(s198t7word67,V2)	-edge(s198t7word67,s198t4word94)	-edge(s198t7word67,s198t5word5)	-edge(s198t7word67,s198t6word1006)	+edge(s198t7word67,s198t8word1054)	-edge(s198t7word67,s198t9word1055)	-edge(s198t7word67,s198t10word1054)	-edge(s198t7word67,s198t11word147)	-edge(s198t7word67,s198t12word1017)
edge(s198t8word1054,V2)	-edge(s198t8word1054,s198t5word5)	-edge(s198t8word1054,s198t6word1006)	-edge(s198t8word1054,s198t7word67)	+edge(s198t8word1054,s198t9word1055)	-edge(s198t8word1054,s198t10word1054)	-edge(s198t8word1054,s198t11word147)	-edge(s198t8word1054,s198t12word1017)
edge(s198t9word1055,V2)	+edge(s198t9word1055,s198t0root)	-edge(s198t9word1055,s198t1word236)	-edge(s198t9word1055,s198t2word1052)	-edge(s198t9word1055,s198t3word1053)	-edge(s198t9word1055,s198t4word94)
edge(s198t10word1054,V2)	-edge(s198t10word1054,s198t7word67)	-edge(s198t10word1054,s198t8word1054)	-edge(s198t10word1054,s198t9word1055)	+edge(s198t10word1054,s198t11word147)	-edge(s198t10word1054,s198t12word1017)
edge(s198t11word147,V2)	-edge(s198t11word147,s198t5word5)	-edge(s198t11word147,s198t6word1006)	-edge(s198t11word147,s198t7word67)	-edge(s198t11word147,s198t8word1054)	+edge(s198t11word147,s198t9word1055)	-edge(s198t11word147,s198t10word1054)	-edge(s198t11word147,s198t12word1017)
edge(s198t12word1017,V2)	-edge(s198t12word1017,s198t7word67)	-edge(s198t12word1017,s198t8word1054)	-edge(s198t12word1017,s198t9word1055)	-edge(s198t12word1017,s198t10word1054)	+edge(s198t12word1017,s198t11word147)
edge(s199t1word393,V2)	+edge(s199t1word393,s199t2word26)	-edge(s199t1word393,s199t3word92)	-edge(s199t1word393,s199t4word154)	-edge(s199t1word393,s199t5word116)	-edge(s199t1word393,s199t6word162)
edge(s199t2word26,V2)	-edge(s199t2word26,s199t1word393)	+edge(s199t2word26,s199t3word92)	-edge(s199t2word26,s199t4word154)	-edge(s199t2word26,s199t5word116)	-edge(s199t2word26,s199t6word162)	-edge(s199t2word26,s199t7word1056)
edge(s199t3word92,V2)	-edge(s199t3word92,s199t1word393)	-edge(s199t3word92,s199t2word26)	+edge(s199t3word92,s199t4word154)	-edge(s199t3word92,s199t5word116)	-edge(s199t3word92,s199t6word162)	-edge(s199t3word92,s199t7word1056)	-edge(s199t3word92,s199t8word116)
edge(s199t4word154,V2)	-edge(s199t4word154,s199t8word116)	-edge(s199t4word154,s199t9word5)	-edge(s199t4word154,s199t10word102)	-edge(s199t4word154,s199t11word29)	+edge(s199t4word154,s199t12word1057)	-edge(s199t4word154,s199t13word174)	-edge(s199t4word154,s199t14word1058)	-edge(s199t4word154,s199t15word433)	-edge(s199t4word154,s199t16word275)
edge(s199t5word116,V2)	-edge(s199t5word116,s199t2word26)	-edge(s199t5word116,s199t3word92)	-edge(s199t5word116,s199t4word154)	+edge(s199t5word116,s199t6word162)	-edge(s199t5word116,s199t7word1056)	-edge(s199t5word116,s199t8word116)	-edge(s199t5word116,s199t9word5)	-edge(s199t5word116,s199t10word102)
edge(s199t6word162,V2)	-edge(s199t6word162,s199t3word92)	-edge(s199t6word162,s199t4word154)	-edge(s199t6word162,s199t5word116)	+edge(s199t6word162,s199t7word1056)	-edge(s199t6word162,s199t8word116)	-edge(s199t6word162,s199t9word5)	-edge(s199t6word162,s199t10word102)	-edge(s199t6word162,s199t11word29)
edge(s199t7word1056,V2)	-edge(s199t7word1056,s199t1word393)	-edge(s199t7word1056,s199t2word26)	-edge(s199t7word1056,s199t3word92)	+edge(s199t7word1056,s199t4word154)	-edge(s199t7word1056,s199t5word116)	-edge(s199t7word1056,s199t6word162)	-edge(s199t7word1056,s199t8word116)
edge(s199t8word116,V2)	-edge(s199t8word116,s199t5word116)	-edge(s199t8word116,s199t6word162)	-edge(s199t8word116,s199t7word1056)	+edge(s199t8word116,s199t9word5)	-edge(s199t8word116,s199t10word102)	-edge(s199t8word116,s199t11word29)	-edge(s199t8word116,s199t12word1057)	-edge(s199t8word116,s199t13word174)
edge(s199t9word5,V2)	-edge(s199t9word5,s199t8word116)	-edge(s199t9word5,s199t10word102)	-edge(s199t9word5,s199t11word29)	+edge(s199t9word5,s199t12word1057)	-edge(s199t9word5,s199t13word174)	-edge(s199t9word5,s199t14word1058)	-edge(s199t9word5,s199t15word433)	-edge(s199t9word5,s199t16word275)
edge(s199t10word102,V2)	-edge(s199t10word102,s199t7word1056)	-edge(s199t10word102,s199t8word116)	-edge(s199t10word102,s199t9word5)	+edge(s199t10word102,s199t11word29)	-edge(s199t10word102,s199t12word1057)	-edge(s199t10word102,s199t13word174)	-edge(s199t10word102,s199t14word1058)	-edge(s199t10word102,s199t15word433)
edge(s199t11word29,V2)	-edge(s199t11word29,s199t8word116)	-edge(s199t11word29,s199t9word5)	-edge(s199t11word29,s199t10word102)	+edge(s199t11word29,s199t12word1057)	-edge(s199t11word29,s199t13word174)	-edge(s199t11word29,s199t14word1058)	-edge(s199t11word29,s199t15word433)	-edge(s199t11word29,s199t16word275)
edge(s199t12word1057,V2)	-edge(s199t12word1057,s199t9word5)	-edge(s199t12word1057,s199t10word102)	-edge(s199t12word1057,s199t11word29)	+edge(s199t12word1057,s199t13word174)	-edge(s199t12word1057,s199t14word1058)	-edge(s199t12word1057,s199t15word433)	-edge(s199t12word1057,s199t16word275)	-edge(s199t12word1057,s199t17word5)
edge(s199t13word174,V2)	-edge(s199t13word174,s199t10word102)	-edge(s199t13word174,s199t11word29)	-edge(s199t13word174,s199t12word1057)	+edge(s199t13word174,s199t14word1058)	-edge(s199t13word174,s199t15word433)	-edge(s199t13word174,s199t16word275)	-edge(s199t13word174,s199t17word5)	-edge(s199t13word174,s199t18word367)
edge(s199t14word1058,V2)	-edge(s199t14word1058,s199t17word5)	-edge(s199t14word1058,s199t18word367)	-edge(s199t14word1058,s199t19word116)	-edge(s199t14word1058,s199t20word5)	+edge(s199t14word1058,s199t21word1059)	-edge(s199t14word1058,s199t22word1060)	-edge(s199t14word1058,s199t23word1061)	-edge(s199t14word1058,s199t24word116)	-edge(s199t14word1058,s199t25word10)
edge(s199t15word433,V2)	-edge(s199t15word433,s199t10word102)	-edge(s199t15word433,s199t11word29)	-edge(s199t15word433,s199t12word1057)	-edge(s199t15word433,s199t13word174)	+edge(s199t15word433,s199t14word1058)	-edge(s199t15word433,s199t16word275)	-edge(s199t15word433,s199t17word5)	-edge(s199t15word433,s199t18word367)
edge(s199t16word275,V2)	-edge(s199t16word275,s199t13word174)	-edge(s199t16word275,s199t14word1058)	-edge(s199t16word275,s199t15word433)	+edge(s199t16word275,s199t17word5)	-edge(s199t16word275,s199t18word367)	-edge(s199t16word275,s199t19word116)	-edge(s199t16word275,s199t20word5)	-edge(s199t16word275,s199t21word1059)
edge(s199t17word5,V2)	-edge(s199t17word5,s199t14word1058)	-edge(s199t17word5,s199t15word433)	-edge(s199t17word5,s199t16word275)	+edge(s199t17word5,s199t18word367)	-edge(s199t17word5,s199t19word116)	-edge(s199t17word5,s199t20word5)	-edge(s199t17word5,s199t21word1059)	-edge(s199t17word5,s199t22word1060)
edge(s199t18word367,V2)	-edge(s199t18word367,s199t11word29)	-edge(s199t18word367,s199t12word1057)	-edge(s199t18word367,s199t13word174)	-edge(s199t18word367,s199t14word1058)	+edge(s199t18word367,s199t15word433)	-edge(s199t18word367,s199t16word275)	-edge(s199t18word367,s199t17word5)	-edge(s199t18word367,s199t19word116)
edge(s199t19word116,V2)	-edge(s199t19word116,s199t16word275)	-edge(s199t19word116,s199t17word5)	-edge(s199t19word116,s199t18word367)	+edge(s199t19word116,s199t20word5)	-edge(s199t19word116,s199t21word1059)	-edge(s199t19word116,s199t22word1060)	-edge(s199t19word116,s199t23word1061)	-edge(s199t19word116,s199t24word116)
edge(s199t20word5,V2)	-edge(s199t20word5,s199t17word5)	-edge(s199t20word5,s199t18word367)	-edge(s199t20word5,s199t19word116)	+edge(s199t20word5,s199t21word1059)	-edge(s199t20word5,s199t22word1060)	-edge(s199t20word5,s199t23word1061)	-edge(s199t20word5,s199t24word116)	-edge(s199t20word5,s199t25word10)
edge(s199t21word1059,V2)	-edge(s199t21word1059,s199t18word367)	-edge(s199t21word1059,s199t19word116)	-edge(s199t21word1059,s199t20word5)	+edge(s199t21word1059,s199t22word1060)	-edge(s199t21word1059,s199t23word1061)	-edge(s199t21word1059,s199t24word116)	-edge(s199t21word1059,s199t25word10)	-edge(s199t21word1059,s199t26word1062)
edge(s199t22word1060,V2)	-edge(s199t22word1060,s199t19word116)	-edge(s199t22word1060,s199t20word5)	-edge(s199t22word1060,s199t21word1059)	+edge(s199t22word1060,s199t23word1061)	-edge(s199t22word1060,s199t24word116)	-edge(s199t22word1060,s199t25word10)	-edge(s199t22word1060,s199t26word1062)	-edge(s199t22word1060,s199t27word5)
edge(s199t23word1061,V2)	+edge(s199t23word1061,s199t0root)	-edge(s199t23word1061,s199t1word393)	-edge(s199t23word1061,s199t2word26)	-edge(s199t23word1061,s199t3word92)	-edge(s199t23word1061,s199t4word154)
edge(s199t24word116,V2)	-edge(s199t24word116,s199t21word1059)	-edge(s199t24word116,s199t22word1060)	-edge(s199t24word116,s199t23word1061)	+edge(s199t24word116,s199t25word10)	-edge(s199t24word116,s199t26word1062)	-edge(s199t24word116,s199t27word5)	-edge(s199t24word116,s199t28word1063)
edge(s199t25word10,V2)	-edge(s199t25word10,s199t22word1060)	-edge(s199t25word10,s199t23word1061)	-edge(s199t25word10,s199t24word116)	+edge(s199t25word10,s199t26word1062)	-edge(s199t25word10,s199t27word5)	-edge(s199t25word10,s199t28word1063)
edge(s199t26word1062,V2)	-edge(s199t26word1062,s199t23word1061)	-edge(s199t26word1062,s199t24word116)	-edge(s199t26word1062,s199t25word10)	+edge(s199t26word1062,s199t27word5)	-edge(s199t26word1062,s199t28word1063)
edge(s199t27word5,V2)	-edge(s199t27word5,s199t24word116)	-edge(s199t27word5,s199t25word10)	-edge(s199t27word5,s199t26word1062)	+edge(s199t27word5,s199t28word1063)
edge(s199t28word1063,V2)	-edge(s199t28word1063,s199t19word116)	-edge(s199t28word1063,s199t20word5)	-edge(s199t28word1063,s199t21word1059)	-edge(s199t28word1063,s199t22word1060)	+edge(s199t28word1063,s199t23word1061)	-edge(s199t28word1063,s199t24word116)	-edge(s199t28word1063,s199t25word10)	-edge(s199t28word1063,s199t26word1062)	-edge(s199t28word1063,s199t27word5)
edge(s200t1word2,V2)	-edge(s200t1word2,s200t2word353)	-edge(s200t1word2,s200t3word828)	+edge(s200t1word2,s200t4word116)	-edge(s200t1word2,s200t5word168)	-edge(s200t1word2,s200t6word709)	-edge(s200t1word2,s200t7word170)	-edge(s200t1word2,s200t8word2)
edge(s200t2word353,V2)	-edge(s200t2word353,s200t1word2)	+edge(s200t2word353,s200t3word828)	-edge(s200t2word353,s200t4word116)	-edge(s200t2word353,s200t5word168)	-edge(s200t2word353,s200t6word709)	-edge(s200t2word353,s200t7word170)
edge(s200t3word828,V2)	+edge(s200t3word828,s200t1word2)	-edge(s200t3word828,s200t2word353)	-edge(s200t3word828,s200t4word116)	-edge(s200t3word828,s200t5word168)
edge(s200t4word116,V2)	-edge(s200t4word116,s200t1word2)	-edge(s200t4word116,s200t2word353)	-edge(s200t4word116,s200t3word828)	+edge(s200t4word116,s200t5word168)	-edge(s200t4word116,s200t6word709)	-edge(s200t4word116,s200t7word170)	-edge(s200t4word116,s200t8word2)	-edge(s200t4word116,s200t9word353)
edge(s200t5word168,V2)	-edge(s200t5word168,s200t4word116)	-edge(s200t5word168,s200t6word709)	-edge(s200t5word168,s200t7word170)	+edge(s200t5word168,s200t8word2)	-edge(s200t5word168,s200t9word353)	-edge(s200t5word168,s200t10word583)	-edge(s200t5word168,s200t11word116)	-edge(s200t5word168,s200t12word168)
edge(s200t6word709,V2)	-edge(s200t6word709,s200t3word828)	-edge(s200t6word709,s200t4word116)	-edge(s200t6word709,s200t5word168)	+edge(s200t6word709,s200t7word170)	-edge(s200t6word709,s200t8word2)	-edge(s200t6word709,s200t9word353)	-edge(s200t6word709,s200t10word583)	-edge(s200t6word709,s200t11word116)
edge(s200t7word170,V2)	-edge(s200t7word170,s200t1word2)	-edge(s200t7word170,s200t2word353)	-edge(s200t7word170,s200t3word828)	-edge(s200t7word170,s200t4word116)	+edge(s200t7word170,s200t5word168)	-edge(s200t7word170,s200t6word709)	-edge(s200t7word170,s200t8word2)	-edge(s200t7word170,s200t9word353)
edge(s200t8word2,V2)	-edge(s200t8word2,s200t7word170)	-edge(s200t8word2,s200t9word353)	-edge(s200t8word2,s200t10word583)	+edge(s200t8word2,s200t11word116)	-edge(s200t8word2,s200t12word168)	-edge(s200t8word2,s200t13word907)	-edge(s200t8word2,s200t14word170)
edge(s200t9word353,V2)	-edge(s200t9word353,s200t6word709)	-edge(s200t9word353,s200t7word170)	-edge(s200t9word353,s200t8word2)	+edge(s200t9word353,s200t10word583)	-edge(s200t9word353,s200t11word116)	-edge(s200t9word353,s200t12word168)	-edge(s200t9word353,s200t13word907)	-edge(s200t9word353,s200t14word170)
edge(s200t10word583,V2)	-edge(s200t10word583,s200t4word116)	-edge(s200t10word583,s200t5word168)	-edge(s200t10word583,s200t6word709)	-edge(s200t10word583,s200t7word170)	+edge(s200t10word583,s200t8word2)	-edge(s200t10word583,s200t9word353)	-edge(s200t10word583,s200t11word116)	-edge(s200t10word583,s200t12word168)
edge(s200t11word116,V2)	-edge(s200t11word116,s200t8word2)	-edge(s200t11word116,s200t9word353)	-edge(s200t11word116,s200t10word583)	+edge(s200t11word116,s200t12word168)	-edge(s200t11word116,s200t13word907)	-edge(s200t11word116,s200t14word170)
edge(s200t12word168,V2)	+edge(s200t12word168,s200t0root)	-edge(s200t12word168,s200t1word2)	-edge(s200t12word168,s200t2word353)	-edge(s200t12word168,s200t3word828)	-edge(s200t12word168,s200t4word116)
edge(s200t13word907,V2)	-edge(s200t13word907,s200t10word583)	-edge(s200t13word907,s200t11word116)	-edge(s200t13word907,s200t12word168)	+edge(s200t13word907,s200t14word170)
edge(s200t14word170,V2)	-edge(s200t14word170,s200t8word2)	-edge(s200t14word170,s200t9word353)	-edge(s200t14word170,s200t10word583)	-edge(s200t14word170,s200t11word116)	+edge(s200t14word170,s200t12word168)	-edge(s200t14word170,s200t13word907)
edge(s201t1word179,V2)	+edge(s201t1word179,s201t2word12)	-edge(s201t1word179,s201t3word72)	-edge(s201t1word179,s201t4word1064)	-edge(s201t1word179,s201t5word115)	-edge(s201t1word179,s201t6word490)
edge(s201t2word12,V2)	-edge(s201t2word12,s201t1word179)	+edge(s201t2word12,s201t3word72)	-edge(s201t2word12,s201t4word1064)	-edge(s201t2word12,s201t5word115)	-edge(s201t2word12,s201t6word490)	-edge(s201t2word12,s201t7word49)
edge(s201t3word72,V2)	-edge(s201t3word72,s201t1word179)	-edge(s201t3word72,s201t2word12)	-edge(s201t3word72,s201t4word1064)	+edge(s201t3word72,s201t5word115)	-edge(s201t3word72,s201t6word490)	-edge(s201t3word72,s201t7word49)	-edge(s201t3word72,s201t8word21)	-edge(s201t3word72,s201t9word691)
edge(s201t4word1064,V2)	-edge(s201t4word1064,s201t1word179)	-edge(s201t4word1064,s201t2word12)	+edge(s201t4word1064,s201t3word72)	-edge(s201t4word1064,s201t5word115)	-edge(s201t4word1064,s201t6word490)	-edge(s201t4word1064,s201t7word49)
edge(s201t5word115,V2)	-edge(s201t5word115,s201t8word21)	-edge(s201t5word115,s201t9word691)	-edge(s201t5word115,s201t10word43)	-edge(s201t5word115,s201t11word45)	+edge(s201t5word115,s201t12word5)	-edge(s201t5word115,s201t13word26)	-edge(s201t5word115,s201t14word8)	-edge(s201t5word115,s201t15word43)	-edge(s201t5word115,s201t16word1065)
edge(s201t6word490,V2)	-edge(s201t6word490,s201t3word72)	-edge(s201t6word490,s201t4word1064)	-edge(s201t6word490,s201t5word115)	+edge(s201t6word490,s201t7word49)	-edge(s201t6word490,s201t8word21)	-edge(s201t6word490,s201t9word691)	-edge(s201t6word490,s201t10word43)	-edge(s201t6word490,s201t11word45)
edge(s201t7word49,V2)	-edge(s201t7word49,s201t4word1064)	-edge(s201t7word49,s201t5word115)	-edge(s201t7word49,s201t6word490)	+edge(s201t7word49,s201t8word21)	-edge(s201t7word49,s201t9word691)	-edge(s201t7word49,s201t10word43)	-edge(s201t7word49,s201t11word45)	-edge(s201t7word49,s201t12word5)
edge(s201t8word21,V2)	-edge(s201t8word21,s201t5word115)	-edge(s201t8word21,s201t6word490)	-edge(s201t8word21,s201t7word49)	+edge(s201t8word21,s201t9word691)	-edge(s201t8word21,s201t10word43)	-edge(s201t8word21,s201t11word45)	-edge(s201t8word21,s201t12word5)	-edge(s201t8word21,s201t13word26)
edge(s201t9word691,V2)	-edge(s201t9word691,s201t1word179)	-edge(s201t9word691,s201t2word12)	-edge(s201t9word691,s201t3word72)	-edge(s201t9word691,s201t4word1064)	+edge(s201t9word691,s201t5word115)	-edge(s201t9word691,s201t6word490)	-edge(s201t9word691,s201t7word49)	-edge(s201t9word691,s201t8word21)
edge(s201t10word43,V2)	-edge(s201t10word43,s201t5word115)	-edge(s201t10word43,s201t6word490)	-edge(s201t10word43,s201t7word49)	-edge(s201t10word43,s201t8word21)	+edge(s201t10word43,s201t9word691)	-edge(s201t10word43,s201t11word45)	-edge(s201t10word43,s201t12word5)	-edge(s201t10word43,s201t13word26)
edge(s201t11word45,V2)	-edge(s201t11word45,s201t8word21)	-edge(s201t11word45,s201t9word691)	-edge(s201t11word45,s201t10word43)	+edge(s201t11word45,s201t12word5)	-edge(s201t11word45,s201t13word26)	-edge(s201t11word45,s201t14word8)	-edge(s201t11word45,s201t15word43)	-edge(s201t11word45,s201t16word1065)
edge(s201t12word5,V2)	-edge(s201t12word5,s201t9word691)	-edge(s201t12word5,s201t10word43)	-edge(s201t12word5,s201t11word45)	+edge(s201t12word5,s201t13word26)	-edge(s201t12word5,s201t14word8)	-edge(s201t12word5,s201t15word43)	-edge(s201t12word5,s201t16word1065)	-edge(s201t12word5,s201t17word170)
edge(s201t13word26,V2)	-edge(s201t13word26,s201t10word43)	-edge(s201t13word26,s201t11word45)	-edge(s201t13word26,s201t12word5)	+edge(s201t13word26,s201t14word8)	-edge(s201t13word26,s201t15word43)	-edge(s201t13word26,s201t16word1065)	-edge(s201t13word26,s201t17word170)	-edge(s201t13word26,s201t18word225)
edge(s201t14word8,V2)	-edge(s201t14word8,s201t15word43)	-edge(s201t14word8,s201t16word1065)	-edge(s201t14word8,s201t17word170)	-edge(s201t14word8,s201t18word225)	+edge(s201t14word8,s201t19word149)	-edge(s201t14word8,s201t20word8)	-edge(s201t14word8,s201t21word43)	-edge(s201t14word8,s201t22word565)	-edge(s201t14word8,s201t23word1066)
edge(s201t15word43,V2)	-edge(s201t15word43,s201t12word5)	-edge(s201t15word43,s201t13word26)	-edge(s201t15word43,s201t14word8)	+edge(s201t15word43,s201t16word1065)	-edge(s201t15word43,s201t17word170)	-edge(s201t15word43,s201t18word225)	-edge(s201t15word43,s201t19word149)	-edge(s201t15word43,s201t20word8)
edge(s201t16word1065,V2)	-edge(s201t16word1065,s201t10word43)	-edge(s201t16word1065,s201t11word45)	-edge(s201t16word1065,s201t12word5)	-edge(s201t16word1065,s201t13word26)	+edge(s201t16word1065,s201t14word8)	-edge(s201t16word1065,s201t15word43)	-edge(s201t16word1065,s201t17word170)	-edge(s201t16word1065,s201t18word225)
edge(s201t17word170,V2)	-edge(s201t17word170,s201t12word5)	-edge(s201t17word170,s201t13word26)	-edge(s201t17word170,s201t14word8)	-edge(s201t17word170,s201t15word43)	+edge(s201t17word170,s201t16word1065)	-edge(s201t17word170,s201t18word225)	-edge(s201t17word170,s201t19word149)	-edge(s201t17word170,s201t20word8)
edge(s201t18word225,V2)	-edge(s201t18word225,s201t13word26)	-edge(s201t18word225,s201t14word8)	-edge(s201t18word225,s201t15word43)	-edge(s201t18word225,s201t16word1065)	+edge(s201t18word225,s201t17word170)	-edge(s201t18word225,s201t19word149)	-edge(s201t18word225,s201t20word8)	-edge(s201t18word225,s201t21word43)
edge(s201t19word149,V2)	-edge(s201t19word149,s201t16word1065)	-edge(s201t19word149,s201t17word170)	-edge(s201t19word149,s201t18word225)	+edge(s201t19word149,s201t20word8)	-edge(s201t19word149,s201t21word43)	-edge(s201t19word149,s201t22word565)	-edge(s201t19word149,s201t23word1066)	-edge(s201t19word149,s201t24word1067)
edge(s201t20word8,V2)	+edge(s201t20word8,s201t0root)	-edge(s201t20word8,s201t1word179)	-edge(s201t20word8,s201t2word12)	-edge(s201t20word8,s201t3word72)	-edge(s201t20word8,s201t4word1064)
edge(s201t21word43,V2)	-edge(s201t21word43,s201t18word225)	-edge(s201t21word43,s201t19word149)	-edge(s201t21word43,s201t20word8)	+edge(s201t21word43,s201t22word565)	-edge(s201t21word43,s201t23word1066)	-edge(s201t21word43,s201t24word1067)	-edge(s201t21word43,s201t25word1068)	-edge(s201t21word43,s201t26word170)
edge(s201t22word565,V2)	-edge(s201t22word565,s201t19word149)	-edge(s201t22word565,s201t20word8)	-edge(s201t22word565,s201t21word43)	+edge(s201t22word565,s201t23word1066)	-edge(s201t22word565,s201t24word1067)	-edge(s201t22word565,s201t25word1068)	-edge(s201t22word565,s201t26word170)	-edge(s201t22word565,s201t27word1069)
edge(s201t23word1066,V2)	-edge(s201t23word1066,s201t21word43)	-edge(s201t23word1066,s201t22word565)	-edge(s201t23word1066,s201t24word1067)	+edge(s201t23word1066,s201t25word1068)	-edge(s201t23word1066,s201t26word170)	-edge(s201t23word1066,s201t27word1069)
edge(s201t24word1067,V2)	-edge(s201t24word1067,s201t19word149)	-edge(s201t24word1067,s201t20word8)	-edge(s201t24word1067,s201t21word43)	-edge(s201t24word1067,s201t22word565)	+edge(s201t24word1067,s201t23word1066)	-edge(s201t24word1067,s201t25word1068)	-edge(s201t24word1067,s201t26word170)	-edge(s201t24word1067,s201t27word1069)
edge(s201t25word1068,V2)	-edge(s201t25word1068,s201t16word1065)	-edge(s201t25word1068,s201t17word170)	-edge(s201t25word1068,s201t18word225)	-edge(s201t25word1068,s201t19word149)	+edge(s201t25word1068,s201t20word8)	-edge(s201t25word1068,s201t21word43)	-edge(s201t25word1068,s201t22word565)	-edge(s201t25word1068,s201t23word1066)	-edge(s201t25word1068,s201t24word1067)
edge(s201t26word170,V2)	-edge(s201t26word170,s201t21word43)	-edge(s201t26word170,s201t22word565)	-edge(s201t26word170,s201t23word1066)	-edge(s201t26word170,s201t24word1067)	+edge(s201t26word170,s201t25word1068)	-edge(s201t26word170,s201t27word1069)
edge(s201t27word1069,V2)	-edge(s201t27word1069,s201t22word565)	-edge(s201t27word1069,s201t23word1066)	-edge(s201t27word1069,s201t24word1067)	-edge(s201t27word1069,s201t25word1068)	+edge(s201t27word1069,s201t26word170)
edge(s202t1word469,V2)	+edge(s202t1word469,s202t2word475)	-edge(s202t1word469,s202t3word352)	-edge(s202t1word469,s202t4word1070)	-edge(s202t1word469,s202t5word5)	-edge(s202t1word469,s202t6word591)
edge(s202t2word475,V2)	-edge(s202t2word475,s202t3word352)	-edge(s202t2word475,s202t4word1070)	-edge(s202t2word475,s202t5word5)	+edge(s202t2word475,s202t6word591)	-edge(s202t2word475,s202t7word221)	-edge(s202t2word475,s202t8word594)	-edge(s202t2word475,s202t9word1070)	-edge(s202t2word475,s202t10word5)
edge(s202t3word352,V2)	-edge(s202t3word352,s202t1word469)	-edge(s202t3word352,s202t2word475)	+edge(s202t3word352,s202t4word1070)	-edge(s202t3word352,s202t5word5)	-edge(s202t3word352,s202t6word591)	-edge(s202t3word352,s202t7word221)	-edge(s202t3word352,s202t8word594)
edge(s202t4word1070,V2)	-edge(s202t4word1070,s202t1word469)	-edge(s202t4word1070,s202t2word475)	-edge(s202t4word1070,s202t3word352)	+edge(s202t4word1070,s202t5word5)	-edge(s202t4word1070,s202t6word591)	-edge(s202t4word1070,s202t7word221)	-edge(s202t4word1070,s202t8word594)	-edge(s202t4word1070,s202t9word1070)
edge(s202t5word5,V2)	-edge(s202t5word5,s202t2word475)	-edge(s202t5word5,s202t3word352)	-edge(s202t5word5,s202t4word1070)	+edge(s202t5word5,s202t6word591)	-edge(s202t5word5,s202t7word221)	-edge(s202t5word5,s202t8word594)	-edge(s202t5word5,s202t9word1070)	-edge(s202t5word5,s202t10word5)
edge(s202t6word591,V2)	-edge(s202t6word591,s202t3word352)	-edge(s202t6word591,s202t4word1070)	-edge(s202t6word591,s202t5word5)	+edge(s202t6word591,s202t7word221)	-edge(s202t6word591,s202t8word594)	-edge(s202t6word591,s202t9word1070)	-edge(s202t6word591,s202t10word5)	-edge(s202t6word591,s202t11word1071)
edge(s202t7word221,V2)	+edge(s202t7word221,s202t0root)	-edge(s202t7word221,s202t1word469)	-edge(s202t7word221,s202t2word475)	-edge(s202t7word221,s202t3word352)	-edge(s202t7word221,s202t4word1070)
edge(s202t8word594,V2)	-edge(s202t8word594,s202t5word5)	-edge(s202t8word594,s202t6word591)	-edge(s202t8word594,s202t7word221)	+edge(s202t8word594,s202t9word1070)	-edge(s202t8word594,s202t10word5)	-edge(s202t8word594,s202t11word1071)
edge(s202t9word1070,V2)	-edge(s202t9word1070,s202t6word591)	-edge(s202t9word1070,s202t7word221)	-edge(s202t9word1070,s202t8word594)	+edge(s202t9word1070,s202t10word5)	-edge(s202t9word1070,s202t11word1071)
edge(s202t10word5,V2)	-edge(s202t10word5,s202t7word221)	-edge(s202t10word5,s202t8word594)	-edge(s202t10word5,s202t9word1070)	+edge(s202t10word5,s202t11word1071)
